timestamp,Open,High,Low,Close,Volume,trade_count,vwap
2025-09-22 09:30:00,597.74,598.19,597.72,598.09,781617.0,12505.0,597.908083
2025-09-22 09:31:00,598.08,598.44,597.98,598.37,325093.0,3612.0,598.24957
2025-09-22 09:32:00,598.38,598.63,598.29,598.6,246295.0,2999.0,598.510457
2025-09-22 09:33:00,598.59,598.75,598.51,598.535,225459.0,2665.0,598.65193
2025-09-22 09:34:00,598.54,598.74,598.51,598.61,186502.0,2531.0,598.627246
2025-09-22 09:35:00,598.59,598.645,598.275,598.305,212902.0,2939.0,598.464934
2025-09-22 09:36:00,598.33,598.54,598.22,598.525,251950.0,2929.0,598.333791
2025-09-22 09:37:00,598.52,598.78,598.44,598.75,255765.0,2800.0,598.592235
2025-09-22 09:38:00,598.76,598.79,598.5,598.5,223404.0,2677.0,598.646827
2025-09-22 09:39:00,598.51,598.565,598.16,598.25,257689.0,2939.0,598.343124
2025-09-22 09:40:00,598.25,598.31,598.1,598.13,423170.0,3273.0,598.175933
2025-09-22 09:41:00,598.13,598.23,597.94,598.12,182998.0,2819.0,598.053775
2025-09-22 09:42:00,598.12,598.49,598.12,598.48,139555.0,2470.0,598.245842
2025-09-22 09:43:00,598.48,598.525,598.29,598.48,142509.0,2350.0,598.426007
2025-09-22 09:44:00,598.495,598.6,598.45,598.57,150577.0,2410.0,598.536462
2025-09-22 09:45:00,598.59,598.75,598.43,598.44,293493.0,2903.0,598.613752
2025-09-22 09:46:00,598.46,598.7,598.43,598.67,133375.0,2048.0,598.553937
2025-09-22 09:47:00,598.68,598.73,598.42,598.65,123807.0,1873.0,598.582221
2025-09-22 09:48:00,598.67,598.89,598.67,598.86,137741.0,2176.0,598.796461
2025-09-22 09:49:00,598.87,599.01,598.77,598.81,155414.0,2409.0,598.883062
2025-09-22 09:50:00,598.805,598.96,598.76,598.93,128364.0,2147.0,598.866371
2025-09-22 09:51:00,598.93,599.05,598.81,598.98,136059.0,2213.0,598.915603
2025-09-22 09:52:00,598.97,599.11,598.87,599.06,101357.0,1712.0,599.003229
2025-09-22 09:53:00,599.04,599.12,598.94,599.01,134136.0,2174.0,599.021152
2025-09-22 09:54:00,599.04,599.3144,599.0,599.29,1049861.0,2548.0,599.162475
2025-09-22 09:55:00,599.29,599.38,599.0799,599.0799,176987.0,2525.0,599.249026
2025-09-22 09:56:00,599.09,599.12,598.93,599.06,144816.0,2244.0,599.040588
2025-09-22 09:57:00,599.07,599.08,598.835,598.88,121932.0,1922.0,598.902504
2025-09-22 09:58:00,598.89,599.13,598.83,599.12,100407.0,1542.0,598.965638
2025-09-22 09:59:00,599.1112,599.27,599.065,599.17,119093.0,1746.0,599.196405
2025-09-22 10:00:00,599.165,599.32,599.05,599.07,154998.0,2332.0,599.201673
2025-09-22 10:01:00,599.06,599.32,599.01,599.295,101257.0,1816.0,599.18642
2025-09-22 10:02:00,599.295,599.52,599.21,599.355,165080.0,2390.0,599.356511
2025-09-22 10:03:00,599.35,599.47,599.31,599.42,154407.0,2387.0,599.382142
2025-09-22 10:04:00,599.43,599.45,599.21,599.22,122755.0,2188.0,599.328373
2025-09-22 10:05:00,599.235,599.345,599.2,599.26,108319.0,1930.0,599.264542
2025-09-22 10:06:00,599.27,599.52,599.25,599.5,153048.0,2387.0,599.407534
2025-09-22 10:07:00,599.505,599.52,599.38,599.49,129313.0,2013.0,599.459786
2025-09-22 10:08:00,599.49,599.49,599.315,599.34,135740.0,2075.0,599.380226
2025-09-22 10:09:00,599.33,599.42,599.29,599.355,113277.0,1746.0,599.347395
2025-09-22 10:10:00,599.345,599.35,599.07,599.12,436957.0,2466.0,599.17929
2025-09-22 10:11:00,599.11,599.1101,598.841,598.842,213847.0,2757.0,598.953368
2025-09-22 10:12:00,598.85,598.99,598.825,598.855,123213.0,1987.0,598.928378
2025-09-22 10:13:00,598.85,599.02,598.75,598.9399,198487.0,1771.0,598.909267
2025-09-22 10:14:00,598.9399,599.02,598.91,598.96,162114.0,1516.0,598.963168
2025-09-22 10:15:00,598.97,598.9901,598.845,598.9,120054.0,2367.0,598.921226
2025-09-22 10:16:00,598.905,599.2,598.905,599.16,102491.0,1943.0,599.071363
2025-09-22 10:17:00,599.17,599.34,599.1647,599.27,284430.0,1961.0,599.261352
2025-09-22 10:18:00,599.275,599.33,599.23,599.28,57041.0,1721.0,599.29491
2025-09-22 10:19:00,599.29,599.29,599.09,599.175,452317.0,2009.0,599.154337
2025-09-22 10:20:00,599.18,599.4,599.18,599.38,82378.0,1923.0,599.325219
2025-09-22 10:21:00,599.38,599.65,599.34,599.55,109513.0,2309.0,599.52589
2025-09-22 10:22:00,599.53,599.595,599.45,599.495,103506.0,1897.0,599.513285
2025-09-22 10:23:00,599.5,599.565,599.44,599.5499,241933.0,1707.0,599.495449
2025-09-22 10:24:00,599.53,599.645,599.5,599.61,101457.0,1778.0,599.591714
2025-09-22 10:25:00,599.6,599.625,599.505,599.515,114997.0,2070.0,599.567185
2025-09-22 10:26:00,599.515,599.6,599.47,599.58,79195.0,1824.0,599.54225
2025-09-22 10:27:00,599.57,599.72,599.55,599.65,106344.0,1846.0,599.639693
2025-09-22 10:28:00,599.65,599.82,599.6399,599.74,146143.0,6572.0,599.734118
2025-09-22 10:29:00,599.74,599.98,599.72,599.9301,117538.0,6281.0,599.867882
2025-09-22 10:30:00,599.92,599.9501,599.805,599.91,147767.0,2104.0,599.882438
2025-09-22 10:31:00,599.895,599.91,599.6115,599.69,366556.0,2353.0,599.739138
2025-09-22 10:32:00,599.7,599.76,599.64,599.715,86078.0,1765.0,599.702097
2025-09-22 10:33:00,599.715,599.8313,599.7101,599.7987,77480.0,1540.0,599.774386
2025-09-22 10:34:00,599.8,599.83,599.72,599.77,78651.0,1814.0,599.767552
2025-09-22 10:35:00,599.76,599.9236,599.725,599.895,94375.0,1839.0,599.845912
2025-09-22 10:36:00,599.885,600.04,599.88,599.94,179318.0,2879.0,599.97226
2025-09-22 10:37:00,599.9511,600.0,599.821,599.865,94681.0,1783.0,599.905818
2025-09-22 10:38:00,599.87,599.965,599.82,599.915,114358.0,1751.0,599.880427
2025-09-22 10:39:00,599.915,600.05,599.845,600.03,63931.0,1599.0,599.959499
2025-09-22 10:40:00,600.025,600.25,600.025,600.205,180394.0,2269.0,600.156327
2025-09-22 10:41:00,600.2,600.23,600.09,600.12,157869.0,1937.0,600.158856
2025-09-22 10:42:00,600.12,600.3,600.12,600.24,112788.0,1909.0,600.224047
2025-09-22 10:43:00,600.24,600.3,600.205,600.23,111415.0,1807.0,600.261897
2025-09-22 10:44:00,600.23,600.345,600.225,600.27,100642.0,1817.0,600.27761
2025-09-22 10:45:00,600.275,600.38,600.2102,600.31,111076.0,2024.0,600.287394
2025-09-22 10:46:00,600.31,600.365,600.225,600.2301,101668.0,1801.0,600.307044
2025-09-22 10:47:00,600.24,600.34,600.17,600.34,164711.0,1788.0,600.248531
2025-09-22 10:48:00,600.345,600.45,600.345,600.41,132066.0,2010.0,600.410411
2025-09-22 10:49:00,600.4,600.41,600.2,600.2,98434.0,1751.0,600.302579
2025-09-22 10:50:00,600.21,600.41,600.21,600.385,143994.0,1737.0,600.323417
2025-09-22 10:51:00,600.38,600.579,600.38,600.542,157259.0,2140.0,600.498373
2025-09-22 10:52:00,600.54,600.54,600.302,600.305,146162.0,1957.0,600.401546
2025-09-22 10:53:00,600.305,600.4099,600.305,600.35,80520.0,1501.0,600.361936
2025-09-22 10:54:00,600.35,600.36,600.17,600.3,135691.0,2068.0,600.25298
2025-09-22 10:55:00,600.3,600.4,600.28,600.39,104113.0,1350.0,600.33824
2025-09-22 10:56:00,600.39,600.47,600.3062,600.34,67809.0,1455.0,600.395566
2025-09-22 10:57:00,600.35,600.47,600.35,600.47,46508.0,1152.0,600.428661
2025-09-22 10:58:00,600.47,600.53,600.43,600.48,76062.0,1434.0,600.478918
2025-09-22 10:59:00,600.485,600.5,600.425,600.47,66737.0,1275.0,600.454775
2025-09-22 11:00:00,600.46,600.61,600.4,600.56,142910.0,1911.0,600.495938
2025-09-22 11:01:00,600.57,600.72,600.555,600.71,135954.0,2018.0,600.650038
2025-09-22 11:02:00,600.71,600.71,600.415,600.43,124250.0,1729.0,600.582369
2025-09-22 11:03:00,600.425,600.525,600.38,600.42,146460.0,1805.0,600.449392
2025-09-22 11:04:00,600.42,600.445,600.24,600.27,71564.0,1406.0,600.342086
2025-09-22 11:05:00,600.27,600.3,600.16,600.25,104198.0,1517.0,600.224326
2025-09-22 11:06:00,600.24,600.25,600.14,600.175,87368.0,1441.0,600.184368
2025-09-22 11:07:00,600.175,600.28,600.15,600.25,65961.0,1242.0,600.21352
2025-09-22 11:08:00,600.25,600.4,600.25,600.315,99851.0,1577.0,600.329218
2025-09-22 11:09:00,600.32,600.35,600.29,600.35,54916.0,1170.0,600.31414
2025-09-22 11:10:00,600.33,600.39,600.31,600.365,59257.0,1223.0,600.34938
2025-09-22 11:11:00,600.36,600.39,600.1009,600.14,97602.0,1639.0,600.212913
2025-09-22 11:12:00,600.14,600.19,600.02,600.07,101914.0,1542.0,600.097086
2025-09-22 11:13:00,600.07,600.16,600.02,600.14,306620.0,1072.0,600.073594
2025-09-22 11:14:00,600.13,600.14,600.025,600.05,40050.0,1041.0,600.081084
2025-09-22 11:15:00,600.045,600.18,600.03,600.13,65635.0,1190.0,600.119199
2025-09-22 11:16:00,600.12,600.15,600.08,600.095,45276.0,937.0,600.109717
2025-09-22 11:17:00,600.0988,600.1,599.95,600.0,72505.0,1485.0,600.012107
2025-09-22 11:18:00,600.0,600.055,599.95,599.95,43450.0,987.0,599.994926
2025-09-22 11:19:00,599.955,600.04,599.93,599.99,84622.0,1438.0,599.967092
2025-09-22 11:20:00,599.99,600.12,599.93,600.055,100422.0,1241.0,600.040989
2025-09-22 11:21:00,600.05,600.12,600.02,600.0799,137876.0,1061.0,600.073836
2025-09-22 11:22:00,600.07,600.21,600.055,600.17,220700.0,1836.0,600.1558
2025-09-22 11:23:00,600.175,600.27,600.155,600.23,75530.0,1115.0,600.195713
2025-09-22 11:24:00,600.23,600.27,600.175,600.25,50437.0,923.0,600.211415
2025-09-22 11:25:00,600.26,600.27,600.13,600.15,376970.0,1153.0,600.204255
2025-09-22 11:26:00,600.16,600.3,600.14,600.295,62142.0,1039.0,600.221276
2025-09-22 11:27:00,600.295,600.34,600.2382,600.27,63881.0,874.0,600.283083
2025-09-22 11:28:00,600.275,600.385,600.275,600.36,77375.0,882.0,600.342272
2025-09-22 11:29:00,600.36,600.4,600.285,600.32,48938.0,853.0,600.338607
2025-09-22 11:30:00,600.33,600.375,600.27,600.37,53313.0,956.0,600.327899
2025-09-22 11:31:00,600.3699,600.44,600.35,600.39,79167.0,1091.0,600.392601
